tactic,counter,prob
simp [diam],2,2.261138935681903e-05
rw [Units.val_inv_eq_inv_val],2,2.261138935681903e-05
rcases le_or_lt 0 (re z) with hre | hre,2,2.261138935681903e-05
"simp only [hre.not_le, false_or_iff]",2,2.261138935681903e-05
rcases le_or_lt 0 (im z) with him | him,2,2.261138935681903e-05
"exacts [hre.ne, abs.pos <| ne_of_apply_ne re hre.ne]",2,2.261138935681903e-05
simp only [him],2,2.261138935681903e-05
by_cases h : s ≤[i] 0,2,2.261138935681903e-05
cases' mem_eval.1 ab with ab b0,2,2.261138935681903e-05
"obtain ⟨k, rfl⟩ := Nat.exists_eq_succ_of_ne_zero hk",2,2.261138935681903e-05
rwa [Complex.ofReal_re],2,2.261138935681903e-05
apply Icc_subset_Icc,2,2.261138935681903e-05
"simp only [add_le_add_iff_left, Nat.cast_le, Nat.succ_le_of_lt hk]",2,2.261138935681903e-05
rintro a ha b hb,2,2.261138935681903e-05
rw [Pi.add_apply],2,2.261138935681903e-05
haveI := hF.to_subtype,2,2.261138935681903e-05
exact fun n => (F n).measurable.comp measurable_prod_mk_left,2,2.261138935681903e-05
"simp only [SimpleFunc.const_zero, SimpleFunc.coe_piecewise, SimpleFunc.coe_const,
  SimpleFunc.coe_zero, Set.piecewise_eq_indicator]",2,2.261138935681903e-05
"simp only [hp, hr, forall_const, eq_self_iff_true, subset_sphere, Sphere.ext_iff,
  Set.forall_mem_range, mem_sphere, true_and_iff] at h",2,2.261138935681903e-05
"obtain ⟨a, v', h⟩ := Vector.exists_eq_cons v",2,2.261138935681903e-05
"rcases h with ⟨d, hd⟩",2,2.261138935681903e-05
obtain hcd | hcd := eq_or_ne (g c) (g d),2,2.261138935681903e-05
"rw [← comp_τ₁, S.w₀₂, zero_τ₁]",2,2.261138935681903e-05
"obtain ⟨d, hd, hb⟩ := hb",2,2.261138935681903e-05
"obtain ⟨c, hc, ha⟩ := ha",2,2.261138935681903e-05
simp_rw [Set.mem_iUnion] at ha hb,2,2.261138935681903e-05
rcases x with ⟨x⟩|⟨x⟩ <;> rcases y with ⟨y⟩|⟨y⟩,2,2.261138935681903e-05
"simp [h x y s, ih]",2,2.261138935681903e-05
"induction xs, ys using Vector.revInductionOn₂ generalizing s with
| nil => rfl
| snoc xs ys x y ih => simp [h x y s, ih]",2,2.261138935681903e-05
simpa [Matrix.mul_assoc],2,2.261138935681903e-05
rw [exact_iff_mono_fromOpcycles],2,2.261138935681903e-05
refine lintegral_le_of_forall_fin_meas_le' hm (μ s * ‖x‖₊) ?_ fun t ht hμt => ?_,2,2.261138935681903e-05
"simp only [isOpen_compl_iff, preimage_compl]",2,2.261138935681903e-05
rw [reverse_reverse],2,2.261138935681903e-05
unfold fract,2,2.261138935681903e-05
rcases lt_trichotomy a 0 with (a_neg | rfl | a_pos),2,2.261138935681903e-05
exact abs_of_pos a_pos,2,2.261138935681903e-05
simp [NeZero.ne b],2,2.261138935681903e-05
rw [ENNReal.tendsto_nhds_zero] at hfg ⊢,2,2.261138935681903e-05
"rintro ⟨hm, hlt⟩",2,2.261138935681903e-05
exact le_of_lt h0,2,2.261138935681903e-05
simpa using Ordinal.pos_iff_ne_zero.2 ho,2,2.261138935681903e-05
rw [balance'],2,2.261138935681903e-05
"rintro ⟨hxA, hAx⟩",2,2.261138935681903e-05
intros a b h,2,2.261138935681903e-05
simp [map_zero f],2,2.261138935681903e-05
"simp only [not_le, neg_nonneg] at h0 ⊢",2,2.261138935681903e-05
"by_cases h : x = y <;>
simp [Pso, indefiniteDiagonal, h, one_apply]",2,2.261138935681903e-05
"by_cases h : x = y <;>
simp [Pso, indefiniteDiagonal, h, hi, one_apply]",2,2.261138935681903e-05
"simp only [Finset.sum_singleton, coeff_monomial_same, Finset.sum_empty]",2,2.261138935681903e-05
use γx⁻¹ * γ,2,2.261138935681903e-05
exact (restrict_le_restrict_iff _ _ hi₁).1 hi₂ hi₁ Set.Subset.rfl,2,2.261138935681903e-05
by_cases hi₁ : MeasurableSet i,2,2.261138935681903e-05
"classical
  refine dif_neg ?_
  push_neg
  intro
  apply Nat.noConfusion",2,2.261138935681903e-05
refine dif_neg ?_,2,2.261138935681903e-05
apply Nat.noConfusion,2,2.261138935681903e-05
rintro y (vy_lt : v y < ↑(γx⁻¹ * γ)),2,2.261138935681903e-05
rintro y _,2,2.261138935681903e-05
rw [← NNReal.summable_coe],2,2.261138935681903e-05
"rcases GroupWithZero.eq_zero_or_unit (v x) with (Hx | ⟨γx, Hx⟩)",2,2.261138935681903e-05
apply hP.sourceAffineLocally_comp_of_isOpenImmersion,2,2.261138935681903e-05
rw [Localization.mk_eq_mk'],2,2.261138935681903e-05
rintro x γ,2,2.261138935681903e-05
"apply Finset.single_le_sum (f := fun p ↦ ‖v‖ ^ p.1 * ‖iteratedFDeriv ℝ p.2 f v‖) (a := (j, i))",2,2.261138935681903e-05
"simp only [Finset.mem_product, Finset.mem_range_succ_iff] at hp",2,2.261138935681903e-05
"simp [hr, ← Real.Angle.coe_add]",2,2.261138935681903e-05
simpa [hr] using h,2,2.261138935681903e-05
rw [v.not_measurable hi₁],2,2.261138935681903e-05
"simp only [mem_support_iff, not_iff_not, Ne]",2,2.261138935681903e-05
"exact ⟨fun H => by rw [H, ZeroMemClass.coe_zero], fun H => Subtype.coe_injective H⟩",2,2.261138935681903e-05
"rw [H, ZeroMemClass.coe_zero]",2,2.261138935681903e-05
simpa [hfa] using h a (by simp),2,2.261138935681903e-05
rw [mem_roots_map (minpoly.ne_zero hx')] at hy,2,2.261138935681903e-05
"use minpoly R x, minpoly.monic hx",2,2.261138935681903e-05
rw [← aeval_def] at hy ⊢,2,2.261138935681903e-05
exact minpoly.aeval_of_isScalarTower R x y hy,2,2.261138935681903e-05
apply IsAlgClosed.splits_codomain,2,2.261138935681903e-05
"simpa only [edist_eq_coe_nnnorm_sub, EMetric.mem_ball] using hz",2,2.261138935681903e-05
"rw [← h.fderiv_eq, add_sub_cancel]",2,2.261138935681903e-05
"refine .congr (f := fun z ↦ continuousMultilinearCurryFin1 𝕜 E F (p.changeOrigin (z - x) 1)) ?_
  fun z hz ↦ ?_",2,2.261138935681903e-05
simp [pow_succ'],2,2.261138935681903e-05
contrapose! hlt,2,2.261138935681903e-05
apply (config := { allowSynthFailures := true }) mono_comp,2,2.261138935681903e-05
"rw [← LinearMap.ker_eq_bot, LinearMap.ker_eq_bot']",2,2.261138935681903e-05
"simp only [add_le_add_iff_left, Nat.cast_le, Nat.le_succ]",2,2.261138935681903e-05
rw [preimage_univ],2,2.261138935681903e-05
"simp only [length_append, h]",2,2.261138935681903e-05
exact Set.mem_univ _,2,2.261138935681903e-05
rw [one_opow],2,2.261138935681903e-05
rw [uniformEquicontinuous_iff_uniformContinuous],2,2.261138935681903e-05
simp [hab],2,2.261138935681903e-05
rw [nhds_induced],2,2.261138935681903e-05
simp only [HasFiniteIntegral],2,2.261138935681903e-05
exact K i,2,2.261138935681903e-05
induction' l₁ with d₁ t₁ ih,2,2.261138935681903e-05
intro i s his ih,2,2.261138935681903e-05
exact x.isWF_support.min_mem (support_nonempty_iff.2 hx),2,2.261138935681903e-05
rw [Set.Finite.mem_toFinset],2,2.261138935681903e-05
"exact hf.neg.smul' hg.neg (fun x hx ↦ neg_nonneg.2 <| hf₀ hx) (fun x hx ↦ neg_nonneg.2 <| hg₀ hx)
  hfg.neg",2,2.261138935681903e-05
rw [← neg_smul_neg],2,2.261138935681903e-05
"simp only [cons_append, length_cons, length_append, Nat.succ.injEq] at h",2,2.261138935681903e-05
"rw [rpow_sub' hx h, rpow_one]",2,2.261138935681903e-05
exact (Lp.aestronglyMeasurable _).ennnorm,2,2.261138935681903e-05
simp [Monotone],2,2.261138935681903e-05
simp [I],2,2.261138935681903e-05
exact Finset.card_nsmul_le_sum _ _ _ (fun x _ => by rfl),2,2.261138935681903e-05
exact hn₃ i,2,2.261138935681903e-05
rwa [← htsup],2,2.261138935681903e-05
rw [integral_congr_ae hfg],2,2.261138935681903e-05
intro x hx n,2,2.261138935681903e-05
rw [tendsto_smallSets_iff],2,2.261138935681903e-05
rw [List.length_append] at h,2,2.261138935681903e-05
"simp_rw [closure, unop_sInf, Set.preimage_setOf_eq, op_coe]",2,2.261138935681903e-05
generalize e : (l₁ ++ l₂).length = len,2,2.261138935681903e-05
"simp only [piecewise_apply, Set.mem_setOf_eq]",2,2.261138935681903e-05
apply multiplicity.pow_dvd_of_le_multiplicity,2,2.261138935681903e-05
split_ifs with h₁ h₂ <;> try rfl,2,2.261138935681903e-05
cases l₁,2,2.261138935681903e-05
induction' u using ind with u hu,2,2.261138935681903e-05
induction' v using ind with v hv,2,2.261138935681903e-05
letI := Classical.decEq M,2,2.261138935681903e-05
"rw [listEncode, singleton_append, listDecode]",2,2.261138935681903e-05
rw [← @vsub_ne_zero V],2,2.261138935681903e-05
"simp [dg0 (Or.inl <| mem_range_self _), ← hgf]",2,2.261138935681903e-05
"obtain ⟨h1, h2⟩ := Option.eq_some_iff_get_eq.1 (h i)",2,2.261138935681903e-05
simpa [pos_iff_ne_zero] using εpos,2,2.261138935681903e-05
"rw [length_map, length_finRange]",2,2.261138935681903e-05
"simp only [eq_self_iff_true, heq_iff_eq, and_self_iff]",2,2.261138935681903e-05
"rintro ⟨x, v⟩ hx",2,2.261138935681903e-05
rintro 𝒞 h𝒞 t ht,2,2.261138935681903e-05
simp_rw [neg_neg],2,2.261138935681903e-05
"rw [← hsub, sub_sub_cancel]",2,2.261138935681903e-05
exact h'.2,2,2.261138935681903e-05
exact Quotient.inductionOn' l fun a ↦ rfl,2,2.261138935681903e-05
simpa using h₀,2,2.261138935681903e-05
rw [← Functor.map_comp_assoc],2,2.261138935681903e-05
simp only [] at *,2,2.261138935681903e-05
"refine disjoint_union_left.2 ⟨?_, Disjoint.preimage _ ?_⟩",2,2.261138935681903e-05
"rw [listEncode, cons_append, listDecode]",2,2.261138935681903e-05
"rcases ha.exists_between hay with ⟨_, ⟨x, rfl⟩, _, hxy⟩",2,2.261138935681903e-05
apply mul_right_injective₀ hx,2,2.261138935681903e-05
"simp [← Ici_inter_Iic, h]",2,2.261138935681903e-05
"simpa [MonovaryOn, AntivaryOn] using forall₂_swap",2,2.261138935681903e-05
rw [← sub_eq_zero] at hx,2,2.261138935681903e-05
"rw [← Units.eq_iff, MulChar.coe_toUnitHom]",2,2.261138935681903e-05
rw [strongInduction],2,2.261138935681903e-05
field_simp [hxy rfl],2,2.261138935681903e-05
"rcases exists_between ε₀ with ⟨ε', hε'⟩",2,2.261138935681903e-05
"rcases hf ε' hε'.1 with ⟨i, hi, H⟩",2,2.261138935681903e-05
cases' H with z H,2,2.261138935681903e-05
dsimp only at H,2,2.261138935681903e-05
rw [cos_angle_add_of_inner_eq_zero h],2,2.261138935681903e-05
exact derivative_C,2,2.261138935681903e-05
"simp only [← Int.ofNat_succ, zpow_natCast, pow_succ]",2,2.261138935681903e-05
"rw [zpow_add, zpow_one]",2,2.261138935681903e-05
rcases eq_or_ne μ 0 with hμ | hμ,2,2.261138935681903e-05
simp only [zero_add],2,2.261138935681903e-05
rw [intervalIntegrable_iff'] at hf ⊢,2,2.261138935681903e-05
cases z,2,2.261138935681903e-05
"obtain ⟨d, rfl⟩ := exists_add_of_le hcd.le",2,2.261138935681903e-05
exact one_mem_graded _,2,2.261138935681903e-05
"rw [mul_add, add_right_comm, mul_add, ← add_assoc]",2,2.261138935681903e-05
repeat' constructor,2,2.261138935681903e-05
exact H1.mul_left H2,2,2.261138935681903e-05
"funext ⟨a, h⟩",2,2.261138935681903e-05
simpa using (ne_comm.mpr (ne_of_lt hz.1)),2,2.261138935681903e-05
simpa [sub_eq_zero] using (ne_comm.mpr (ne_of_lt hz.2)),2,2.261138935681903e-05
apply Tendsto.rpow_const,2,2.261138935681903e-05
"suffices cexp (π * I * n ^ 2 * 2 : ℂ) = 1 by rw [mul_add, Complex.exp_add, this, mul_one]",2,2.261138935681903e-05
"rw [(by push_cast; ring : (π * I * n ^ 2 * 2 : ℂ) = (n ^ 2 :) * (2 * π * I)), exp_int_mul,
  exp_two_pi_mul_I, one_zpow]",2,2.261138935681903e-05
"rw [mul_add, Complex.exp_add, this, mul_one]",2,2.261138935681903e-05
"simp only [Pi.smul_apply, hx]",2,2.261138935681903e-05
"simp_rw [s, Set.mem_image] at hz",2,2.261138935681903e-05
"simp [MonovaryOn, AntivaryOn]",2,2.261138935681903e-05
"rw [(algebraMap R K).map_one, inv_one, spanSingleton_one, one_mul]",2,2.261138935681903e-05
rintro b hb,2,2.261138935681903e-05
"rw [norm_smul, this, one_mul]",2,2.261138935681903e-05
"field_simp [Real.sqrt_div (sq_nonneg _), Real.sqrt_sq_eq_abs,
  _root_.abs_of_neg (not_le.1 h₁), *]",2,2.261138935681903e-05
rw [← padicNormE.eq_padic_norm'],2,2.261138935681903e-05
refine (continuousAt_log ?_).comp continuous_fst.continuousAt,2,2.261138935681903e-05
refine continuous_exp.continuousAt.comp (ContinuousAt.mul ?_ continuous_snd.continuousAt),2,2.261138935681903e-05
simp only [Subtype.mk.injEq],2,2.261138935681903e-05
"obtain ⟨r', -, rfl⟩ := hz",2,2.261138935681903e-05
have hv : Irreducible (Associates.mk v.asIdeal) := by apply v.associates_irreducible,2,2.261138935681903e-05
exact nhdsWithin_le_nhds,2,2.261138935681903e-05
induction' a using QuotientAddGroup.induction_on with a,2,2.261138935681903e-05
"refine ⟨-n, -x, sub_eq_iff_eq_add.2 ?_⟩",2,2.261138935681903e-05
"refine ⟨p, hp, (Eventually.isBigO ?_).trans (hp'.const_mul_left 2)⟩",2,2.261138935681903e-05
"rw [← rpow_intCast, logb_rpow (by norm_num) (by norm_num), ← neg_le_neg_iff]",2,2.261138935681903e-05
cases hp2,2,2.261138935681903e-05
rwa [natDegree_mul_leadingCoeff_inv _ hp0],2,2.261138935681903e-05
"refine ⟨?_, h'⟩",2,2.261138935681903e-05
rw [D],2,2.261138935681903e-05
rw [← mod_mod_of_dvd p (by decide : 2 ∣ 8)] at h₁,2,2.261138935681903e-05
have h₂ := mod_lt p (by norm_num : 0 < 8),2,2.261138935681903e-05
revert h₂ h₁,2,2.261138935681903e-05
"rw [map_add, map_add, e₁, e₂]",2,2.261138935681903e-05
generalize p % 8 = m,2,2.261138935681903e-05
exact mb,2,2.261138935681903e-05
rw [heq_iff_eq] at he,2,2.261138935681903e-05
"rw [keys, ← List.dlookup_isSome, h']",2,2.261138935681903e-05
clear! p,2,2.261138935681903e-05
dsimp [Seq.destruct],2,2.261138935681903e-05
exact congr_arg _ (succ_iterate a n),2,2.261138935681903e-05
convert I.zero_mem,2,2.261138935681903e-05
exact Ne.symm hn,2,2.261138935681903e-05
apply Finset.sum_le_sum fun i hi => ?_,2,2.261138935681903e-05
have h₁ := Prime.mod_two_eq_one_iff_ne_two.mpr hp,2,2.261138935681903e-05
"simp only [corec_eq, rmap, parallel.aux1.eq_1]",2,2.261138935681903e-05
convert w (𝟙 X),2,2.261138935681903e-05
simp only [rmap],2,2.261138935681903e-05
"rw [corec_eq, parallel.aux1]",2,2.261138935681903e-05
use s.toFinset,2,2.261138935681903e-05
"have C : corec parallel.aux1 (l, S) = pure a := by
  apply destruct_eq_pure
  rw [corec_eq, parallel.aux1]
  dsimp only []
  rw [h]
  simp only [rmap]",2,2.261138935681903e-05
exact terminates_parallel.aux a T,2,2.261138935681903e-05
cases' o with a a,2,2.261138935681903e-05
rw [← Nat.cast_eq_ofNat],2,2.261138935681903e-05
cases hp.ne_nil rfl,2,2.261138935681903e-05
cases @decode β _ n.unpair.2 <;> simp,2,2.261138935681903e-05
cases @decode α _ n.unpair.1 <;> simp,2,2.261138935681903e-05
"simp only [Nat.unpaired, Nat.unpair_pair, decode_prod_val]",2,2.261138935681903e-05
refine measurable_of_measurable_coe _ fun s hs => ?_,2,2.261138935681903e-05
rw [h'.2],2,2.261138935681903e-05
inhabit Y,2,2.261138935681903e-05
by_cases b ∈ t,2,2.261138935681903e-05
exact ht _ ‹_›,2,2.261138935681903e-05
"obtain ⟨c, hct, -, hbc⟩ := hst hb ‹_›",2,2.261138935681903e-05
"rw [← map_coe_Ioi_atBot, tendsto_map'_iff]",2,2.261138935681903e-05
"simpa [even_mul, parity_simps] using n.even_or_odd",2,2.261138935681903e-05
exact h f,2,2.261138935681903e-05
refine (Memℒp.coeFn_toLp ((Lp.memℒp f).restrict s)).mp ?_,2,2.261138935681903e-05
simp only [gi.l_u_eq],2,2.261138935681903e-05
contrapose! hpn,2,2.261138935681903e-05
rw [← integral_mul_left],2,2.261138935681903e-05
exact nonneg_mul_lem ha,2,2.261138935681903e-05
simp_rw [h_coe],2,2.261138935681903e-05
exact rpow_zero _,2,2.261138935681903e-05
"rintro (⟨h, rfl⟩ | ⟨rfl, rfl⟩)",2,2.261138935681903e-05
have := cmp_to_nat m n,2,2.261138935681903e-05
simpa using ha',2,2.261138935681903e-05
refine ae_of_all _ (fun x hx ↦ ?_),2,2.261138935681903e-05
intro hG,2,2.261138935681903e-05
"rw [← assoc, ← associator_naturality]",2,2.261138935681903e-05
"rintro ⟨s, w, hw, rfl⟩",2,2.261138935681903e-05
simp [Prepartition.iUnion],2,2.261138935681903e-05
"simp only [isSelfAdjoint_iff, add_comm, star_add, star_star]",2,2.261138935681903e-05
"rintro ⟨⟨V, hV₁⟩, hV₂⟩ _",2,2.261138935681903e-05
rw [intCast_dvd],2,2.261138935681903e-05
"rw [dif_pos (Nat.pos_of_mem_divisors (Nat.snd_mem_divisors_of_mem_antidiagonal hx)),
  Units.coeHom_apply, Units.val_zpow_eq_zpow_val, Units.val_mk0]",2,2.261138935681903e-05
"rw [dif_pos (Nat.pos_of_mem_divisors hx), Units.coeHom_apply, Units.val_mk0]",2,2.261138935681903e-05
have hWo : IsOpen W := hd.continuousOn.norm.isOpen_inter_preimage ho isOpen_ne,2,2.261138935681903e-05
by_cases h : k' = k,2,2.261138935681903e-05
exact hc.subset_left_of_subset_union hVo hWo hdVW hUVW hVne,2,2.261138935681903e-05
"rintro ⟨u, au, as⟩",2,2.261138935681903e-05
"simp [h, he]",2,2.261138935681903e-05
exact hgt (hk.trans (Ideal.pow_le_pow_right hnk)),2,2.261138935681903e-05
simp [liftCochain],2,2.261138935681903e-05
"rw [ramificationIdx_eq_find ⟨n, this⟩]",2,2.261138935681903e-05
haveI := Classical.decEq L,2,2.261138935681903e-05
simp_rw [rnDeriv],2,2.261138935681903e-05
exact measurable_singularPart_fun κ η,2,2.261138935681903e-05
simp only [integral_symm b],2,2.261138935681903e-05
exact isClosed_empty,2,2.261138935681903e-05
refine union_subset ?_ ?_,2,2.261138935681903e-05
cases' hₗ x with x' hx,2,2.261138935681903e-05
cases' hᵣ y with y' hy,2,2.261138935681903e-05
simp [rpow_neg],2,2.261138935681903e-05
"simp [hab, sSup_singleton]",2,2.261138935681903e-05
simp [F.shiftIso_zero a],2,2.261138935681903e-05
convert openSegment_eq_image 𝕜 x y using 2,2,2.261138935681903e-05
"rw [ne_eq, sub_eq_zero]",2,2.261138935681903e-05
rw [mul_pow h_comm] at hk,2,2.261138935681903e-05
simp [coeff_map],2,2.261138935681903e-05
"rw [Iso.hom_inv_id, comp_id]",2,2.261138935681903e-05
apply dvd_mul_left,2,2.261138935681903e-05
by_cases hI : (I : 𝕜) = 0,2,2.261138935681903e-05
refine Multiset.induction_on t ?_ fun a t ih ht => ?_,2,2.261138935681903e-05
cases' h.lt_or_lt with h h,2,2.261138935681903e-05
exact h hlt,2,2.261138935681903e-05
"simp [unitForward, unitBackward]",2,2.261138935681903e-05
rw [factorization_eq_factors_multiset n],2,2.261138935681903e-05
induction U using Opposite.rec',2,2.261138935681903e-05
"rw [← sup_dedup, dedup_ext.2, sup_dedup, sup_add]",2,2.261138935681903e-05
"simp only [Pos.ext_iff, Pos.addChar_eq] at h ⊢",2,2.261138935681903e-05
"simp only [Nat.add_right_cancel_iff, h, ↓reduceIte]",2,2.261138935681903e-05
"rw [← neg_neg x, log_neg_eq_log]",2,2.261138935681903e-05
simp [hx.le],2,2.261138935681903e-05
rw [not_mem_mutuallySingularSetSlice] at hx,2,2.261138935681903e-05
"refine exists_congr fun i => ⟨?_, ?_⟩",2,2.261138935681903e-05
"rintro ⟨hi, hti⟩",2,2.261138935681903e-05
"rcases (hl i hi).mem_iff.mp hti with ⟨b, hb, hbt⟩",2,2.261138935681903e-05
"exact ⟨b, ⟨hi, hb⟩, hbt⟩",2,2.261138935681903e-05
"rintro ⟨b, ⟨hi, hb⟩, hibt⟩",2,2.261138935681903e-05
"exact ⟨hi, (hl i hi).mem_iff.mpr ⟨b, hb, hibt⟩⟩",2,2.261138935681903e-05
intro ω hω,2,2.261138935681903e-05
intro C _ _ I hI f,2,2.261138935681903e-05
"simp [xz, yz, Int.ofNat_zero, Int.ofNat_one]",2,2.261138935681903e-05
rw [ModelWithCorners.left_inv],2,2.261138935681903e-05
apply ((continuous_ofReal.mul continuous_const).cexp.smul continuous_const).norm.tendsto',2,2.261138935681903e-05
refine le_of_tendsto (Tendsto.mono_left ?_ nhdsWithin_le_nhds) this,2,2.261138935681903e-05
rw [smul_apply],2,2.261138935681903e-05
"rcases mem_divisorsAntidiagonal.1 hi with ⟨rfl, h⟩",2,2.261138935681903e-05
"have : u ∈ 𝓝 (I.symm (I x)) := by
  rw [ModelWithCorners.left_inv]
  exact u_open.mem_nhds xu",2,2.261138935681903e-05
choose! f hf using this,2,2.261138935681903e-05
change ε < 0 at ε₀,2,2.261138935681903e-05
rwa [inv_smul_smul],2,2.261138935681903e-05
filter_upwards [self_mem_nhdsWithin] with ε ε₀,2,2.261138935681903e-05
rw [DifferentiableWithinAtProp] at h ⊢,2,2.261138935681903e-05
"have : I x = (I ∘ e.symm ∘ I.symm) (I (e x)) := by simp only [hx, mfld_simps]",2,2.261138935681903e-05
rw [OrderBot.atBot_eq],2,2.261138935681903e-05
have := (mem_groupoid_of_pregroupoid.2 he).2.contDiffWithinAt this,2,2.261138935681903e-05
rw [div_div_eq_mul_div],2,2.261138935681903e-05
intro u h,2,2.261138935681903e-05
induction' a using QuotientAddGroup.induction_on with b,2,2.261138935681903e-05
refine split_by_characteristic R ?_ h_equal h_mixed,2,2.261138935681903e-05
induction' l with a l ih <;> simp [filterMap_cons],2,2.261138935681903e-05
"rintro ⟨⟨rx, rfl⟩, ⟨ry, rfl⟩⟩",2,2.261138935681903e-05
delta Irrational,2,2.261138935681903e-05
refine Nat.le_induction ?_ ?_ n hmn,2,2.261138935681903e-05
revert hint,2,2.261138935681903e-05
simp only [Finset.sum_empty],2,2.261138935681903e-05
congr 1 <;> [apply Int.mul_comm; apply Nat.mul_comm],2,2.261138935681903e-05
simp [dist],2,2.261138935681903e-05
cases' ht1 with n ht1,2,2.261138935681903e-05
"refine ⟨fun H => ?_, fun H => ?_⟩",2,2.261138935681903e-05
apply h.mp,2,2.261138935681903e-05
intro x x_in y y_in,2,2.261138935681903e-05
intro f₁ f₂ h₁ h₂,2,2.261138935681903e-05
apply induction_linear f,2,2.261138935681903e-05
change fromCoset _ = fromCoset _,2,2.261138935681903e-05
apply hf.congr,2,2.261138935681903e-05
apply eventually_congr,2,2.261138935681903e-05
"simp only [h, hy, mfld_simps]",2,2.261138935681903e-05
rw [hfdef],2,2.261138935681903e-05
apply DFunLike.ext,2,2.261138935681903e-05
conv_rhs => rw [inter_comm],2,2.261138935681903e-05
"obtain ⟨s, rfl⟩ := Nat.exists_eq_succ_of_ne_zero h",2,2.261138935681903e-05
rw [xgcdAux],2,2.261138935681903e-05
by_cases hp : 1 < p,2,2.261138935681903e-05
"rw [pNilradical, if_pos hp]",2,2.261138935681903e-05
exact pure_le_nhdsWithin le_rfl,2,2.261138935681903e-05
apply hasFiniteIntegral_congr,2,2.261138935681903e-05
"rw [← dist_eq_norm, ← dist_eq_norm]",2,2.261138935681903e-05
rw [dif_pos rfl],2,2.261138935681903e-05
intro c z zN' hc,2,2.261138935681903e-05
simpa only [neg_neg] using tendsto_rpow_neg_atTop (by linarith : 0 < -(a + 1)),2,2.261138935681903e-05
apply Tendsto.div_const,2,2.261138935681903e-05
"field_simp [show a + 1 ≠ 0 from ne_of_lt (by linarith), mul_comm]",2,2.261138935681903e-05
refine v.measure_le_of_frequently_le (p • μ) hρ _ fun x hx => ?_,2,2.261138935681903e-05
wlog hle : a ≤ b,2,2.261138935681903e-05
rw [IsLocalization.eq_iff_exists M],2,2.261138935681903e-05
exact Or.inl (subset_toMeasurable μ sᶜ h),2,2.261138935681903e-05
"exact subset_toMeasurable _ _ ⟨⟨h, hx⟩, mem_spanningSetsIndex _ _⟩",2,2.261138935681903e-05
"refine Or.inr (mem_iUnion.2 ⟨spanningSetsIndex (ρ + μ) x, ?_⟩)",2,2.261138935681903e-05
"exact
  (measurableSet_toMeasurable _ _).union
    (MeasurableSet.iUnion fun n => measurableSet_toMeasurable _ _)",2,2.261138935681903e-05
"obtain ⟨δ, δ_pos, ball_subset⟩ := lebesgue_number_lemma_of_metric isCompact_univ hc₁ hc₂",2,2.261138935681903e-05
have hδ := half_pos δ_pos,2,2.261138935681903e-05
rw [cg_def],2,2.261138935681903e-05
rw [Pi.neg_apply] at hx,2,2.261138935681903e-05
"have h := s.circumsphere_unique_dist_eq.2 ⟨p, r⟩",2,2.261138935681903e-05
"simp only [hp, hr, forall_const, eq_self_iff_true, subset_sphere, Sphere.ext_iff,
  Set.forall_mem_range, mem_sphere, true_and] at h",2,2.261138935681903e-05
convert continuous_cos.continuousWithinAt.tendsto,2,2.261138935681903e-05
"rw [subset_sphere (s := ⟨p, r⟩)] at h",2,2.261138935681903e-05
"simpa only [hy, mfld_simps] using hs hy.1",2,2.261138935681903e-05
have := (mem_groupoid_of_pregroupoid.2 he').1.contDiffWithinAt A,2,2.261138935681903e-05
simp [ofIsCompl],2,2.261138935681903e-05
intro p p_pos p_char,2,2.261138935681903e-05
rw [Monic.def] at hpq ⊢,2,2.261138935681903e-05
intro V hV,2,2.261138935681903e-05
let k := (univ.image b).max' (univ_nonempty.image _),2,2.261138935681903e-05
induction' hs : univ.image b using Finset.strongInduction with s ih generalizing m,2,2.261138935681903e-05
clear N,2,2.261138935681903e-05
cases @decode α _ n <;> simp [encodek],2,2.261138935681903e-05
rw [finrank_zero_of_subsingleton],2,2.261138935681903e-05
"exact ⟨i, hik, hξ, rfl⟩",2,2.261138935681903e-05
"rw [← neLocus_neg_neg, neg_neg]",2,2.261138935681903e-05
"rw [← Complex.integral_comp_polarCoord_symm, polarCoord_target]",2,2.261138935681903e-05
intro hξ,2,2.261138935681903e-05
"rw [sum_smul_vsub_eq_affineCombination_vsub, affineCombination_apply_const _ _ _ h]",2,2.261138935681903e-05
"dsimp [homeoOfIso, isoOfHomeo]",2,2.261138935681903e-05
"rw [add_comm, add_assoc]",2,2.261138935681903e-05
simp_rw [continuous_iff_continuousOn_univ],2,2.261138935681903e-05
refine fun hcon => hR ?_,2,2.261138935681903e-05
refine congr_arg _ ?_,2,2.261138935681903e-05
"simp_rw [Complex.norm_eq_abs, Complex.polardCoord_symm_abs, smul_eq_mul]",2,2.261138935681903e-05
haveI := ua1 ⊓ ua2,2,2.261138935681903e-05
rwa [mul_zero],2,2.261138935681903e-05
"simp [Prod.le_def, @and_and_and_comm _ (_ ∈ t)]",2,2.261138935681903e-05
"rw [tan_eq_sin_div_cos, tan_eq_sin_div_cos, inv_div, sin_pi_div_two_sub, cos_pi_div_two_sub]",2,2.261138935681903e-05
haveI := (isSeparable_adjoin_simple_iff_separable _ _).2 hsep,2,2.261138935681903e-05
rw [hyperoperation],2,2.261138935681903e-05
"rw [← SetLike.mem_coe, coe_vanishingIdeal, Set.mem_setOf_eq]",2,2.261138935681903e-05
